experiment,day,algae,rotifers,egg_ratio,eggs,dead,medium_N
7,210.87,4.85,12.64,0.0,0.0,7.63,160.0
7,212.2,5.15,16.66,0.59,9.83,1.61,160.0
7,212.86,5.12,25.89,0.55,14.25,2.01,160.0
7,213.89,4.51,59.8,0.37,22.27,1.61,160.0
7,214.87,4.4,40.33,0.17,7.02,6.42,160.0
7,215.86,4.98,32.11,0.07,2.21,3.61,160.0
7,217.05,2.96,20.27,0.16,3.21,2.41,160.0
7,217.87,1.87,5.82,0.14,0.8,2.41,160.0
7,218.89,2.58,8.83,0.43,3.81,3.61,160.0
7,220.23,5.61,35.92,0.45,16.25,2.01,160.0
7,220.9,5.93,64.01,0.4,25.49,3.41,160.0
7,221.84,6.62,73.85,0.08,6.02,4.41,160.0
7,222.88,5.02,36.12,0.06,2.01,3.41,160.0
7,224.0,3.51,18.26,0.21,3.81,1.61,160.0
7,225.0,7.5,34.52,0.49,16.86,2.81,160.0
7,226.04,2.25,49.97,0.56,27.89,2.21,160.0
7,227.02,1.86,67.83,0.16,10.84,1.61,160.0
7,228.01,1.95,36.32,0.2,7.22,3.01,160.0
7,229.07,1.95,32.31,0.37,11.84,1.61,160.0
7,229.99,2.47,22.27,0.39,8.63,2.81,160.0
7,231.07,2.16,20.87,0.38,7.83,1.61,160.0
7,231.95,1.7,27.09,0.59,15.85,1.0,160.0
7,232.97,1.72,45.35,0.59,26.89,1.61,160.0
8,0.0,2.83,11.04,0.67,7.42,0.4,160.0
8,0.89,2.31,28.9,0.56,16.25,0.0,0.0
8,1.94,1.14,36.72,0.22,8.23,0.6,0.0
8,2.92,0.44,22.27,0.07,1.61,1.0,0.0
8,3.91,0.13,8.23,0.0,0.0,0.6,0.0
8,4.97,0.15,1.61,0.0,0.0,1.2,160.0
8,6.03,0.08,0.0,,0.0,0.0,160.0
8,6.89,0.69,0.0,,0.0,0.0,160.0
8,7.93,4.17,0.0,,0.2,0.0,160.0
8,8.9,4.75,0.0,,0.0,0.0,0.0
8,9.9,3.14,0.0,,1.0,0.0,0.0
8,10.87,2.52,0.0,,0.0,0.0,0.0
8,11.97,1.74,0.0,,0.0,0.0,0.0
8,13.11,0.98,0.8,0.0,0.0,0.0,160.0
8,13.89,0.48,0.4,0.0,0.0,0.0,160.0
8,14.86,1.78,0.0,,0.0,0.0,160.0
8,15.86,2.63,0.6,0.0,0.0,0.0,160.0
8,16.9,3.34,1.61,0.38,0.6,0.0,0.0
8,17.88,3.26,2.01,0.4,0.8,0.0,0.0
8,19.14,0.38,6.82,0.18,1.2,0.0,0.0
8,19.95,1.02,2.21,0.55,1.2,0.0,0.0
8,20.89,0.39,3.41,0.06,0.2,0.0,160.0
8,21.89,0.16,2.01,0.0,0.0,0.0,160.0
8,22.9,0.57,0.0,,0.0,0.0,160.0
8,23.87,1.37,4.21,0.19,0.8,0.2,160.0
8,24.9,2.7,0.4,0.0,0.0,0.0,0.0
8,26.0,3.1,17.86,0.43,7.63,0.2,0.0
8,27.05,1.44,17.26,0.19,3.21,0.2,0.0
8,27.9,0.52,21.07,0.05,1.0,0.0,0.0
8,28.86,0.2,2.21,0.18,0.4,0.4,160.0
8,29.89,0.12,3.41,0.06,0.2,0.2,160.0
8,30.89,0.27,4.01,0.0,0.0,1.2,160.0
8,31.88,1.91,1.2,1.0,1.2,0.4,160.0
8,32.97,3.48,1.81,1.0,1.81,0.4,0.0
8,34.19,3.56,3.21,0.75,2.41,0.2,0.0
8,34.87,2.44,7.22,0.44,3.21,0.0,0.0
8,35.88,1.02,16.86,0.43,7.22,0.6,0.0
8,36.86,0.45,16.25,0.22,3.61,0.4,160.0
8,37.93,0.15,7.63,0.05,0.4,2.01,160.0
8,38.86,0.21,2.41,1.0,2.41,1.61,160.0
8,39.89,1.97,3.01,0.2,0.6,2.41,160.0
8,41.02,2.52,9.43,0.09,0.8,1.4,0.0
8,41.9,3.03,14.45,0.33,4.82,1.0,0.0
8,42.89,2.01,30.3,0.17,5.22,0.8,0.0
8,43.86,0.77,23.08,0.09,2.01,0.6,0.0
8,44.93,0.27,10.64,0.09,1.0,4.21,160.0
8,45.82,0.1,2.61,0.0,0.0,1.61,160.0
8,46.97,0.31,1.61,0.0,0.0,0.0,160.0
8,48.05,1.27,3.41,0.18,0.6,0.4,160.0
8,48.89,2.95,2.61,0.31,0.8,0.4,0.0
8,49.9,3.54,6.82,0.56,3.81,0.0,0.0
8,50.92,2.35,5.22,0.58,3.01,0.0,0.0
8,51.91,2.35,12.84,0.17,2.21,0.8,0.0
8,52.85,0.8,2.41,0.0,0.0,0.0,160.0
8,53.97,0.39,3.61,0.0,0.0,0.0,160.0
8,54.86,0.36,4.62,0.09,0.4,1.0,160.0
8,55.87,0.84,4.41,0.41,1.81,1.61,160.0
8,56.89,1.6,6.02,0.37,2.21,0.8,0.0
8,57.87,3.06,18.26,0.2,3.61,0.4,0.0
8,58.85,1.39,29.7,0.15,4.41,0.8,0.0
8,59.91,0.62,21.27,0.08,1.81,1.0,0.0
8,61.01,0.3,8.43,0.0,0.0,4.82,160.0
8,62.06,0.1,1.81,0.0,0.0,0.4,160.0
8,62.89,0.2,0.4,0.0,0.0,0.0,160.0
8,63.93,0.84,0.0,,0.2,0.8,160.0
8,64.86,3.31,4.62,0.09,0.4,0.0,0.0
8,65.9,3.81,0.8,0.0,0.0,0.0,0.0
8,66.88,2.49,3.61,0.22,0.8,1.0,0.0
8,68.22,1.36,5.62,0.21,1.2,0.2,0.0
8,69.3,0.78,8.03,0.1,0.8,0.0,160.0
8,69.86,0.44,7.02,0.09,0.6,0.0,160.0
8,70.9,0.39,5.82,0.55,3.21,1.61,160.0
8,71.93,0.58,2.01,0.0,0.0,0.0,160.0
8,72.88,1.29,12.44,0.47,5.82,1.0,0.0
8,73.88,1.5,25.49,0.27,6.82,0.6,0.0
8,75.01,0.55,34.52,0.09,3.21,0.8,0.0
8,76.0,0.14,19.87,0.05,1.0,2.41,0.0
8,76.87,0.14,1.61,0.0,0.0,5.22,160.0
8,77.84,0.13,0.0,,0.0,0.4,160.0
8,78.88,0.12,0.4,0.0,0.0,2.41,160.0
8,79.92,0.6,0.0,,0.0,0.2,160.0
8,80.91,2.03,0.0,,0.0,0.4,0.0
8,82.12,3.25,0.0,,0.0,0.4,0.0
8,82.93,1.66,0.2,1.0,0.2,0.6,0.0
8,83.85,1.08,0.0,,0.0,0.0,0.0
8,84.93,1.31,0.2,0.0,0.0,0.2,160.0
8,85.92,0.7,1.0,0.6,0.6,0.0,160.0
8,86.93,0.95,1.4,1.43,2.01,0.0,160.0
8,87.87,1.38,2.41,0.5,1.2,0.0,160.0
8,89.07,2.12,24.28,0.61,14.85,1.0,0.0
8,89.92,1.68,54.58,0.33,18.06,0.8,0.0
8,90.84,0.41,44.55,0.1,4.62,1.61,0.0
8,91.89,0.14,7.83,0.0,0.0,3.01,0.0
8,92.86,0.14,8.83,0.11,1.0,2.41,160.0
8,93.92,0.18,5.02,0.28,1.4,1.2,160.0
8,94.89,0.26,2.61,0.62,1.61,1.0,160.0
8,96.1,0.57,8.23,0.34,2.81,0.8,160.0
8,97.07,0.74,17.46,0.38,6.62,0.4,0.0
8,97.87,1.08,20.47,0.37,7.63,0.4,0.0
8,98.93,1.02,46.35,0.38,17.46,1.0,0.0
8,99.91,0.64,23.88,0.09,2.21,0.8,0.0
8,100.93,0.49,25.49,0.05,1.2,2.01,160.0
8,101.88,0.36,11.04,0.05,0.6,3.01,160.0
8,102.99,0.32,7.22,0.11,0.8,0.8,160.0
8,103.91,0.35,4.01,0.4,1.61,0.6,160.0
8,104.89,0.65,4.21,1.14,4.82,0.2,0.0
8,105.92,1.54,4.01,0.05,0.2,1.81,0.0
8,106.92,1.24,25.69,0.2,5.22,0.6,0.0
8,107.9,0.52,9.43,0.06,0.6,0.8,0.0
8,108.92,0.37,18.26,0.05,1.0,1.0,160.0
8,109.94,0.12,16.66,0.16,2.61,0.4,160.0
8,110.95,0.11,6.82,0.0,0.0,0.6,160.0
8,111.86,0.2,2.41,0.0,0.0,0.0,160.0
8,112.84,1.21,2.01,1.1,2.21,2.81,0.0
8,113.91,1.76,5.22,0.65,3.41,2.21,0.0
8,114.91,1.25,12.24,0.41,5.02,0.4,0.0
8,115.96,0.61,13.65,0.15,2.01,0.2,0.0
8,116.97,0.33,8.23,0.1,0.8,0.8,160.0
8,117.94,0.21,6.42,0.22,1.4,0.8,160.0
8,118.89,0.2,5.62,0.21,1.2,0.8,160.0
8,119.88,0.23,5.02,0.68,3.41,0.8,160.0
8,120.9,0.87,6.42,0.81,5.22,0.6,0.0
8,121.91,1.22,15.05,0.85,12.84,1.2,0.0
8,122.9,0.73,19.47,0.24,4.62,1.0,0.0
8,123.96,0.35,18.06,0.13,2.41,2.41,0.0
8,125.05,0.27,10.03,0.14,1.4,2.41,160.0
8,125.89,0.16,6.42,0.16,1.0,2.01,160.0
8,126.93,0.19,3.01,0.27,0.8,1.0,160.0
8,127.91,0.1,1.4,0.57,0.8,0.4,160.0
8,128.89,0.71,2.81,0.93,2.61,1.0,0.0
8,129.9,0.9,5.42,0.33,1.81,0.4,0.0
8,131.04,1.05,14.25,0.27,3.81,0.0,0.0
8,131.99,0.56,9.43,0.19,1.81,0.0,0.0
8,132.9,0.44,4.21,0.24,1.0,0.0,160.0
8,133.92,0.68,9.43,0.85,8.03,0.0,160.0
8,134.94,0.5,14.25,0.23,3.21,0.0,160.0
8,135.91,0.71,20.87,0.19,4.01,0.0,160.0
8,136.89,0.57,20.27,0.21,4.21,0.0,0.0
8,138.02,0.57,5.22,0.04,0.2,0.0,0.0
8,138.89,0.18,16.45,0.12,2.01,1.0,0.0
8,139.88,0.14,8.63,0.0,0.0,1.0,0.0
8,140.9,0.42,2.61,0.0,0.0,0.4,160.0
8,141.89,0.29,4.01,0.05,0.2,1.0,160.0
8,142.88,0.18,3.61,0.28,1.0,0.8,160.0
8,143.87,0.69,6.22,0.58,3.61,0.4,160.0
8,144.95,0.56,7.63,0.13,1.0,0.0,0.0
8,145.97,1.0,8.43,0.38,3.21,0.0,0.0
8,146.91,0.19,4.62,0.0,0.0,0.0,0.0
8,147.91,0.15,15.85,0.37,5.82,0.4,0.0
8,148.94,0.49,27.09,0.27,7.22,0.8,160.0
8,149.9,0.57,29.7,0.18,5.22,0.6,160.0
8,150.88,0.35,22.27,0.11,2.41,1.2,160.0
8,151.94,0.32,25.28,0.16,4.01,1.2,160.0
8,152.92,0.14,14.25,0.03,0.4,0.6,0.0
8,153.9,0.16,4.82,0.0,0.0,1.61,0.0
8,154.86,0.52,3.41,0.47,1.61,0.8,0.0
8,155.82,1.41,7.22,0.53,3.81,0.6,0.0
8,156.93,0.79,12.84,0.14,1.81,1.0,160.0
8,157.9,0.48,17.06,0.25,4.21,0.8,160.0
8,158.86,0.41,14.25,0.37,5.22,0.6,160.0
8,159.93,0.41,12.84,0.06,0.8,0.6,160.0
8,160.92,0.21,6.62,0.06,0.4,0.4,0.0
8,161.89,1.5,8.23,0.34,2.81,0.2,0.0
8,162.91,1.57,9.43,0.3,2.81,0.6,0.0
8,163.89,1.37,23.68,0.67,15.85,0.0,0.0
8,164.92,0.77,20.67,0.2,4.21,0.4,160.0
8,165.84,0.15,20.27,0.06,1.2,0.6,160.0
8,166.83,0.06,9.83,0.02,0.2,0.0,160.0
8,167.92,0.09,1.2,0.0,0.0,1.0,160.0
8,168.87,0.39,1.0,0.0,0.0,0.4,0.0
8,169.89,0.72,0.4,0.0,0.0,0.4,0.0
8,170.94,1.31,3.61,0.22,0.8,1.2,0.0
8,171.88,2.63,2.21,0.73,1.61,0.8,0.0
8,172.93,0.97,4.41,0.59,2.61,0.4,160.0
8,173.82,0.42,9.23,0.11,1.0,0.2,160.0
8,174.89,0.21,6.82,0.18,1.2,0.2,160.0
8,175.91,0.46,6.22,1.0,6.22,0.4,160.0
8,176.9,0.84,5.02,1.2,6.02,0.4,0.0
8,177.94,1.07,13.85,0.48,6.62,1.0,0.0
8,178.88,0.65,20.07,0.16,3.21,0.6,0.0
8,179.84,0.19,19.26,0.05,1.0,0.6,0.0
8,180.86,0.13,11.44,0.05,0.6,0.2,160.0
8,181.86,0.13,2.21,0.18,0.4,0.6,160.0
8,182.99,0.33,3.21,0.13,0.4,0.8,160.0
9,0.0,1.92,16.25,0.53,8.63,0.4,160.0
9,1.02,1.58,43.75,0.48,21.07,0.6,160.0
9,2.05,0.62,42.94,0.1,4.41,1.81,160.0
9,2.91,0.55,36.12,0.17,6.02,1.61,160.0
9,4.08,1.12,42.54,0.42,17.66,1.0,160.0
9,4.96,1.48,69.63,0.38,26.69,0.4,0.0
9,6.02,1.61,69.03,0.44,30.3,1.61,0.0
9,7.0,0.72,67.43,0.17,11.44,0.6,0.0
9,7.93,0.4,41.74,0.12,5.02,0.4,0.0
9,8.99,0.33,21.27,0.13,2.81,2.01,160.0
9,10.07,0.15,9.23,0.24,2.21,0.4,160.0
9,11.11,0.23,3.21,0.13,0.4,0.4,160.0
9,11.99,0.75,1.2,1.5,1.81,0.4,160.0
9,12.98,1.86,1.0,2.2,2.21,0.0,0.0
9,14.0,2.78,4.82,0.33,1.61,0.0,0.0
9,15.06,2.67,8.43,0.57,4.82,0.0,0.0
9,16.03,1.77,7.83,0.26,2.01,0.0,0.0
9,16.99,1.43,14.45,0.26,3.81,0.0,160.0
9,18.04,0.57,11.04,0.24,2.61,0.2,160.0
9,19.09,0.73,10.64,0.62,6.62,0.0,160.0
9,19.98,0.85,11.44,0.84,9.63,0.0,160.0
9,20.99,1.04,27.09,0.75,20.27,0.6,0.0
9,21.95,1.69,31.3,0.53,16.45,1.0,0.0
9,22.99,1.07,35.32,0.3,10.64,0.4,0.0
9,24.13,0.95,30.5,0.26,8.03,0.8,0.0
9,25.11,0.68,21.07,0.28,5.82,0.8,160.0
9,26.0,0.24,11.84,0.19,2.21,0.4,160.0
9,26.98,0.33,6.82,0.21,1.4,0.0,160.0
9,27.95,0.82,6.62,0.36,2.41,0.2,160.0
9,28.99,1.19,3.41,1.0,3.41,0.4,0.0
9,29.96,2.04,7.83,0.56,4.41,0.0,0.0
9,31.08,1.98,14.25,0.37,5.22,0.4,0.0
9,32.07,1.76,15.65,0.31,4.82,0.2,0.0
9,33.01,1.47,25.89,0.31,8.03,0.6,160.0
9,34.0,0.44,23.48,0.13,3.01,0.2,160.0
9,35.01,0.27,13.04,0.12,1.61,1.81,160.0
9,36.01,0.47,7.63,0.26,2.01,0.6,160.0
9,37.0,0.88,6.42,0.88,5.62,0.6,0.0
9,38.09,2.21,13.85,0.64,8.83,0.2,0.0
9,39.1,2.3,15.45,0.49,7.63,0.4,0.0
9,39.98,1.82,29.1,0.37,10.84,0.0,0.0
9,41.0,1.07,25.08,0.2,5.02,2.01,160.0
9,42.0,0.33,18.86,0.27,5.02,0.0,160.0
9,42.98,0.54,9.63,0.15,1.4,0.0,160.0
9,44.0,0.58,8.03,0.28,2.21,0.0,160.0
9,45.11,1.03,7.83,0.54,4.21,0.6,0.0
9,45.9,2.3,15.45,0.74,11.44,0.4,0.0
9,46.98,2.15,29.3,0.39,11.44,0.6,0.0
9,48.0,1.59,41.94,0.27,11.24,0.0,0.0
9,49.0,1.04,24.28,0.26,6.22,0.0,160.0
9,50.01,0.41,25.89,0.25,6.42,0.2,160.0
9,51.02,0.39,16.66,0.33,5.42,0.4,160.0
9,52.33,0.79,14.25,0.31,4.41,0.0,160.0
9,53.07,1.04,12.24,0.74,9.03,0.4,0.0
9,54.0,2.04,27.09,0.46,12.44,0.2,0.0
9,55.01,1.91,26.09,0.38,9.83,0.4,0.0
9,56.03,1.14,33.31,0.25,8.43,0.0,0.0
9,57.06,0.89,29.1,0.23,6.82,0.0,160.0
9,57.97,0.36,21.67,0.17,3.61,0.0,160.0
9,59.04,0.44,18.86,0.16,3.01,0.6,160.0
9,59.99,0.71,19.47,0.52,10.03,0.4,160.0
9,60.97,1.05,17.26,0.7,12.04,0.6,0.0
9,61.99,2.23,21.87,0.74,16.25,0.4,0.0
9,62.99,1.97,38.33,0.48,18.46,0.4,0.0
9,64.04,1.25,37.93,0.3,11.44,0.4,0.0
9,65.05,0.85,38.13,0.26,9.83,,160.0
9,66.12,0.27,30.9,0.17,5.22,0.4,160.0
9,67.06,0.43,21.67,0.19,4.01,0.6,160.0
9,67.96,0.73,17.66,0.31,5.42,0.2,160.0
9,68.95,1.17,15.65,0.62,9.63,0.2,0.0
9,70.02,2.39,23.28,0.67,15.65,0.2,0.0
9,71.05,2.1,33.91,0.46,15.65,0.4,0.0
9,72.02,1.28,44.75,0.28,12.64,0.0,0.0
9,73.07,0.99,42.94,0.25,10.64,0.0,160.0
9,74.03,0.31,30.3,0.16,4.82,0.0,160.0
9,75.0,0.36,20.67,0.09,1.81,0.2,160.0
9,76.0,0.57,13.04,0.49,6.42,0.2,160.0
9,77.0,0.94,9.23,0.41,3.81,0.4,0.0
9,78.0,2.23,12.64,0.49,6.22,0.0,0.0
9,79.01,2.25,21.07,0.39,8.23,0.0,0.0
9,80.12,1.79,36.32,0.31,11.44,0.0,0.0
9,81.14,1.12,33.11,0.25,8.23,0.0,160.0
9,82.0,0.45,29.3,0.15,4.41,0.0,160.0
9,83.01,0.45,20.47,0.2,4.01,0.8,160.0
9,84.0,0.61,14.65,0.41,6.02,0.8,160.0
9,85.07,1.1,12.44,0.53,6.62,0.2,0.0
9,86.08,2.45,21.67,0.55,11.84,0.0,0.0
9,87.19,1.24,43.95,0.29,12.64,0.0,0.0
9,88.21,1.28,48.36,0.29,14.05,0.4,0.0
9,89.16,0.78,44.75,0.22,9.63,0.2,160.0
9,90.01,0.38,21.47,0.27,5.82,0.2,160.0
9,91.14,0.39,22.07,0.14,3.01,1.61,160.0
9,91.99,0.58,12.04,0.32,3.81,0.0,160.0
9,92.99,0.95,14.45,0.64,9.23,0.4,0.0
9,94.07,2.11,17.66,0.57,10.03,0.4,0.0
9,95.09,1.86,35.12,0.35,12.24,0.4,0.0
9,95.98,1.61,38.33,0.35,13.24,0.6,0.0
9,96.97,0.87,49.77,0.23,11.44,0.4,160.0
9,98.02,0.28,35.92,0.16,5.62,0.0,160.0
9,99.03,0.34,14.05,0.23,3.21,0.0,160.0
9,99.95,0.49,17.86,0.17,3.01,0.4,160.0
9,101.14,0.91,12.04,0.38,4.62,1.0,0.0
9,102.1,2.14,28.09,0.41,11.64,1.4,0.0
9,103.11,2.24,21.27,0.38,8.03,0.0,0.0
9,103.95,1.85,41.54,0.38,15.85,0.4,0.0
9,105.09,1.03,44.35,0.23,10.23,0.4,160.0
9,106.11,0.35,37.53,0.13,4.82,0.6,160.0
9,107.02,0.4,25.28,0.12,3.01,0.4,160.0
9,108.1,0.51,16.86,0.31,5.22,0.0,160.0
9,109.16,0.91,15.25,0.29,4.41,0.0,0.0
9,109.99,0.49,14.05,0.66,9.23,0.4,0.0
9,110.97,0.89,20.27,0.45,9.03,0.0,0.0
9,112.0,1.45,47.96,0.48,23.08,0.0,0.0
9,113.05,0.83,43.75,0.23,10.23,0.0,160.0
9,114.01,0.3,47.36,0.12,5.82,0.4,160.0
9,115.1,0.32,14.05,0.11,1.61,0.6,160.0
9,116.25,0.54,16.45,0.28,4.62,0.4,160.0
9,116.96,0.71,18.46,0.39,7.22,0.2,0.0
9,117.95,1.58,16.86,0.51,8.63,0.2,0.0
9,118.95,1.67,27.09,0.5,13.44,0.2,0.0
9,120.03,0.76,51.37,0.25,13.04,0.4,0.0
9,120.99,0.6,39.93,0.28,11.04,0.8,160.0
9,122.25,0.69,23.28,0.34,7.83,0.0,160.0
9,123.34,0.77,34.31,0.38,13.04,0.4,160.0
9,123.98,0.88,42.34,0.32,13.65,4.62,160.0
9,124.99,0.85,40.54,0.4,16.25,0.0,0.0
9,126.0,0.78,55.79,0.38,21.27,0.4,0.0
9,126.96,1.27,75.05,0.18,13.44,0.2,0.0
9,128.07,0.88,81.27,0.34,27.29,0.0,0.0
9,129.29,0.61,74.85,0.26,19.26,0.0,160.0
9,130.04,0.22,90.3,0.2,17.86,0.0,160.0
9,130.96,0.25,44.15,0.14,6.02,0.6,160.0
9,131.94,0.52,21.27,0.26,5.62,0.2,160.0
9,133.02,0.6,19.67,0.37,7.22,0.2,0.0
9,134.01,1.28,21.47,0.55,11.84,0.0,0.0
9,134.97,1.34,33.91,0.44,15.05,0.0,0.0
9,136.16,0.67,57.39,0.3,17.46,0.2,0.0
9,137.07,0.99,52.78,0.26,13.85,0.0,160.0
9,137.99,0.27,42.54,0.24,10.03,0.6,160.0
9,139.01,0.32,29.9,0.18,5.42,0.0,160.0
9,140.07,0.5,19.87,0.51,10.03,0.0,160.0
10,0.0,2.03,6.82,0.06,0.4,0.2,80.0
10,1.0,1.39,1.61,0.5,0.8,0.2,80.0
10,2.0,0.65,5.22,0.92,4.82,0.4,80.0
10,3.0,0.6,16.05,0.38,6.02,0.4,80.0
10,4.0,0.29,10.23,0.18,1.81,0.4,80.0
10,5.0,0.25,9.43,0.06,0.6,0.4,80.0
10,6.0,0.33,6.82,0.21,1.4,0.2,80.0
10,7.0,2.19,9.83,0.43,4.21,0.2,80.0
10,8.0,0.84,12.84,0.34,4.41,0.2,80.0
10,9.0,0.28,12.24,0.18,2.21,0.4,80.0
10,10.0,0.58,7.42,0.62,4.62,0.0,80.0
10,11.0,0.8,14.25,0.34,4.82,0.6,80.0
10,12.0,0.65,17.26,0.27,4.62,0.8,80.0
10,13.0,0.52,15.25,0.22,3.41,0.4,80.0
10,14.0,0.71,13.24,0.26,3.41,0.4,80.0
10,15.0,1.0,21.67,0.35,7.63,0.6,80.0
10,16.0,0.38,19.06,0.11,2.01,0.2,80.0
10,17.0,0.63,15.45,0.36,5.62,1.2,80.0
10,18.0,0.73,16.25,0.28,4.62,0.4,80.0
10,19.0,0.55,18.66,0.24,4.41,0.8,80.0
10,20.0,0.27,15.85,0.09,1.4,0.6,80.0
10,21.0,0.76,14.05,0.57,8.03,0.4,80.0
10,22.0,1.29,15.85,0.38,6.02,0.2,80.0
10,23.0,0.35,36.92,0.1,3.81,0.6,80.0
10,24.0,0.42,19.26,0.19,3.61,0.4,80.0
10,25.0,0.94,9.63,0.21,2.01,1.0,80.0
10,26.0,1.03,28.09,0.41,11.64,1.2,80.0
10,27.0,0.77,13.44,0.46,6.22,0.0,80.0
10,28.0,0.48,23.28,0.17,4.01,0.6,80.0
10,29.0,0.64,25.08,0.29,7.22,0.8,80.0
10,30.0,0.88,12.84,0.19,2.41,1.2,80.0
10,31.0,0.83,14.65,0.29,4.21,1.0,80.0
10,32.0,0.7,25.28,0.24,6.02,0.4,80.0
10,33.0,0.42,24.28,0.12,2.81,0.0,80.0
10,34.0,0.62,12.44,0.31,3.81,0.6,80.0
10,35.0,0.95,18.66,0.35,6.62,0.4,80.0
10,36.0,0.83,50.37,0.19,9.63,0.6,80.0
10,37.0,0.29,27.29,0.15,4.21,0.8,80.0
10,38.0,0.28,23.08,0.05,1.2,1.2,80.0
10,39.0,0.53,10.84,0.24,2.61,1.2,80.0
10,40.0,1.21,4.82,0.92,4.41,0.4,80.0
10,41.0,1.07,13.44,0.45,6.02,0.4,80.0
10,42.0,0.45,18.46,0.05,1.0,0.4,80.0
10,43.0,0.59,26.49,0.25,6.62,0.6,80.0
10,44.0,0.41,23.08,0.06,1.4,0.4,80.0
10,45.0,0.62,20.27,0.34,6.82,0.8,80.0
10,46.0,1.16,28.29,0.45,12.84,0.8,80.0
10,47.0,0.5,35.32,0.11,4.01,0.6,80.0
10,48.0,0.31,7.63,0.11,0.8,0.4,80.0
10,49.0,0.63,7.42,0.73,5.42,0.4,80.0
10,50.0,1.2,18.46,0.57,10.43,0.2,80.0
10,51.0,0.75,35.52,0.21,7.63,0.4,80.0
10,52.0,0.37,31.51,0.1,3.01,0.2,80.0
10,53.0,0.61,25.69,0.05,1.4,0.4,80.0
10,54.0,0.71,15.25,0.3,4.62,0.8,80.0
10,55.0,0.51,13.65,0.19,2.61,0.4,80.0
10,56.0,0.49,15.45,0.25,3.81,0.0,80.0
10,57.0,0.55,16.66,0.28,4.62,0.0,80.0
10,58.0,0.74,26.69,0.21,5.62,0.8,80.0
10,59.0,0.6,27.89,0.25,7.02,0.2,80.0
10,60.0,0.5,27.29,0.24,6.42,0.6,80.0
10,61.0,0.57,24.28,0.27,6.62,1.61,80.0
10,62.0,0.52,20.67,0.31,6.42,0.6,80.0
10,63.0,0.54,18.46,0.4,7.42,0.4,80.0
10,64.0,1.04,27.09,0.56,15.05,0.6,80.0
10,65.0,0.81,23.28,0.04,1.0,0.4,80.0
10,66.0,0.54,21.47,0.19,4.01,0.0,80.0
10,67.0,1.0,17.46,0.32,5.62,0.2,80.0
10,68.0,0.66,18.06,0.13,2.41,0.6,80.0
10,69.0,0.48,12.24,0.18,2.21,0.6,80.0
10,70.0,0.43,12.04,0.18,2.21,0.4,80.0
10,71.0,0.73,21.67,0.4,8.63,0.4,80.0
10,72.0,0.67,24.08,0.28,6.82,0.8,80.0
10,73.0,0.94,28.29,0.37,10.43,0.8,80.0
10,74.0,0.23,31.51,0.08,2.61,0.8,80.0
10,75.0,0.24,12.64,0.03,0.4,2.01,80.0
10,76.0,0.31,8.83,0.18,1.61,0.6,80.0
10,77.0,0.47,11.64,0.47,5.42,0.8,80.0
10,78.0,0.53,25.69,0.3,7.83,0.8,80.0
10,79.0,0.56,14.85,0.36,5.42,0.2,80.0
10,80.0,1.05,14.65,0.34,5.02,0.4,80.0
10,81.0,0.78,32.51,0.38,12.24,0.8,80.0
10,82.0,0.44,26.09,0.16,4.21,0.4,80.0
10,83.0,0.3,9.63,0.15,1.4,0.4,80.0
10,84.0,0.35,7.02,0.77,5.42,0.6,80.0
10,85.0,0.42,5.42,0.52,2.81,0.6,80.0
10,86.0,0.81,8.03,0.9,7.22,0.0,80.0
10,87.0,0.43,24.08,0.33,8.03,0.4,80.0
10,88.0,0.78,18.86,0.84,15.85,0.2,80.0
10,89.0,0.41,23.88,0.25,6.02,0.8,80.0
10,90.0,0.57,22.27,0.37,8.23,0.6,80.0
10,91.0,0.45,20.47,0.4,8.23,0.0,80.0
10,92.0,0.67,12.04,0.5,6.02,0.0,80.0
10,93.0,0.62,11.24,0.45,5.02,0.4,80.0
10,94.0,0.47,15.05,1.0,15.05,0.2,80.0
10,95.0,0.41,22.48,0.43,9.63,0.0,80.0
10,96.0,0.37,20.47,0.4,8.23,0.4,80.0
10,97.0,0.37,11.24,0.41,4.62,0.0,80.0
10,98.0,0.35,9.83,0.43,4.21,0.8,80.0
10,99.0,0.41,8.03,0.8,6.42,0.0,80.0
10,100.0,0.5,14.05,0.81,11.44,0.8,80.0
10,101.0,0.69,17.66,1.07,18.86,0.6,80.0
10,102.0,0.68,25.69,0.41,10.43,0.6,80.0
10,103.0,0.54,30.9,0.33,10.23,0.8,80.0
10,104.0,0.35,16.86,0.17,2.81,0.4,80.0
10,105.0,0.33,10.84,0.22,2.41,0.6,80.0
10,106.0,0.55,11.04,0.55,6.02,0.4,80.0
10,107.0,0.57,12.24,0.9,11.04,0.2,80.0
10,108.0,2.1,13.65,0.91,12.44,0.4,80.0
10,109.0,0.48,18.86,0.52,9.83,0.6,80.0
10,110.0,0.28,21.07,0.28,5.82,0.4,80.0
10,111.0,0.39,11.64,0.84,9.83,0.2,80.0
10,112.0,0.37,14.65,0.71,10.43,0.8,80.0
10,113.0,0.44,14.25,0.66,9.43,0.4,80.0
10,114.0,0.34,17.86,0.29,5.22,0.6,80.0
10,115.0,0.59,11.64,0.24,2.81,0.8,80.0
10,116.0,0.45,16.05,0.45,7.22,1.0,80.0
10,117.0,0.56,15.25,0.64,9.83,0.6,80.0
10,118.0,0.48,5.62,0.54,3.01,0.8,80.0
